dataset,snippet,metric,metric_value,#_of_warnings,tool,dataset_id,metric_type,expected_cor
6,25,correct_verif_questions,0.5925925925925928,10,typestate_checker,6,correctness,negative
6,26,correct_verif_questions,0.2592592592592593,11,typestate_checker,6,correctness,negative
6,27,correct_verif_questions,0.7407407407407408,48,typestate_checker,6,correctness,negative
6,28,correct_verif_questions,0.3703703703703704,6,typestate_checker,6,correctness,negative
6,29,correct_verif_questions,0.4074074074074074,9,typestate_checker,6,correctness,negative
6,30,correct_verif_questions,0.2592592592592591,2,typestate_checker,6,correctness,negative
6,31,correct_verif_questions,0.777777777777778,0,typestate_checker,6,correctness,negative
6,32,correct_verif_questions,0.777777777777778,3,typestate_checker,6,correctness,negative
6,33,correct_verif_questions,0.5555555555555556,5,typestate_checker,6,correctness,negative
6,34,correct_verif_questions,0.4814814814814816,0,typestate_checker,6,correctness,negative
6,35,correct_verif_questions,0.3703703703703703,3,typestate_checker,6,correctness,negative
6,36,correct_verif_questions,0.5555555555555556,17,typestate_checker,6,correctness,negative
6,37,correct_verif_questions,0.7407407407407409,7,typestate_checker,6,correctness,negative
6,38,correct_verif_questions,0.4444444444444444,6,typestate_checker,6,correctness,negative
6,39,correct_verif_questions,0.4814814814814815,8,typestate_checker,6,correctness,negative
6,40,correct_verif_questions,0.2592592592592591,9,typestate_checker,6,correctness,negative
6,41,correct_verif_questions,0.3333333333333335,0,typestate_checker,6,correctness,negative
6,42,correct_verif_questions,0.2083333333333333,0,typestate_checker,6,correctness,negative
6,43,correct_verif_questions,0.5416666666666667,0,typestate_checker,6,correctness,negative
6,44,correct_verif_questions,0.2916666666666667,0,typestate_checker,6,correctness,negative
6,45,correct_verif_questions,0.4166666666666668,0,typestate_checker,6,correctness,negative
6,46,correct_verif_questions,0.7037037037037038,13,typestate_checker,6,correctness,negative
6,47,correct_verif_questions,0.4444444444444444,4,typestate_checker,6,correctness,negative
6,48,correct_verif_questions,0.8148148148148149,19,typestate_checker,6,correctness,negative
6,49,correct_verif_questions,0.4074074074074073,14,typestate_checker,6,correctness,negative
6,50,correct_verif_questions,0.3333333333333334,2,typestate_checker,6,correctness,negative
6,1,binary_understandability,0.5555555555555556,0,typestate_checker,6,rating,negative
6,2,binary_understandability,0.8888888888888888,6,typestate_checker,6,rating,negative
6,3,binary_understandability,0.625,4,typestate_checker,6,rating,negative
6,4,binary_understandability,0.6666666666666666,2,typestate_checker,6,rating,negative
6,5,binary_understandability,0.7777777777777778,0,typestate_checker,6,rating,negative
6,6,binary_understandability,0.8888888888888888,25,typestate_checker,6,rating,negative
6,7,binary_understandability,0.7777777777777778,28,typestate_checker,6,rating,negative
6,8,binary_understandability,0.5555555555555556,11,typestate_checker,6,rating,negative
6,9,binary_understandability,0.7777777777777778,14,typestate_checker,6,rating,negative
6,10,binary_understandability,0.7777777777777778,2,typestate_checker,6,rating,negative
6,11,binary_understandability,0.5555555555555556,14,typestate_checker,6,rating,negative
6,12,binary_understandability,0.6666666666666666,91,typestate_checker,6,rating,negative
6,13,binary_understandability,0.6666666666666666,12,typestate_checker,6,rating,negative
6,14,binary_understandability,0.5555555555555556,28,typestate_checker,6,rating,negative
6,15,binary_understandability,0.6666666666666666,3,typestate_checker,6,rating,negative
6,16,binary_understandability,0.4444444444444444,14,typestate_checker,6,rating,negative
6,17,binary_understandability,0.6666666666666666,26,typestate_checker,6,rating,negative
6,18,binary_understandability,0.4444444444444444,3,typestate_checker,6,rating,negative
6,19,binary_understandability,0.8888888888888888,0,typestate_checker,6,rating,negative
6,20,binary_understandability,0.8888888888888888,1,typestate_checker,6,rating,negative
6,21,binary_understandability,0.2222222222222222,15,typestate_checker,6,rating,negative
6,22,binary_understandability,0.2222222222222222,4,typestate_checker,6,rating,negative
6,23,binary_understandability,0.8888888888888888,28,typestate_checker,6,rating,negative
6,24,binary_understandability,0.6666666666666666,10,typestate_checker,6,rating,negative
6,25,binary_understandability,0.7777777777777778,10,typestate_checker,6,rating,negative
6,26,binary_understandability,0.4444444444444444,11,typestate_checker,6,rating,negative
6,27,binary_understandability,0.7777777777777778,48,typestate_checker,6,rating,negative
6,28,binary_understandability,0.4444444444444444,6,typestate_checker,6,rating,negative
6,29,binary_understandability,0.5555555555555556,9,typestate_checker,6,rating,negative
6,30,binary_understandability,0.6666666666666666,2,typestate_checker,6,rating,negative
6,31,binary_understandability,1.0,0,typestate_checker,6,rating,negative
6,32,binary_understandability,1.0,3,typestate_checker,6,rating,negative
6,33,binary_understandability,0.8888888888888888,5,typestate_checker,6,rating,negative
6,34,binary_understandability,0.6666666666666666,0,typestate_checker,6,rating,negative
6,35,binary_understandability,0.6666666666666666,3,typestate_checker,6,rating,negative
6,36,binary_understandability,0.7777777777777778,17,typestate_checker,6,rating,negative
6,37,binary_understandability,1.0,7,typestate_checker,6,rating,negative
6,38,binary_understandability,0.6666666666666666,6,typestate_checker,6,rating,negative
6,39,binary_understandability,0.7777777777777778,8,typestate_checker,6,rating,negative
6,40,binary_understandability,0.6666666666666666,9,typestate_checker,6,rating,negative
6,41,binary_understandability,0.5,0,typestate_checker,6,rating,negative
6,42,binary_understandability,0.375,0,typestate_checker,6,rating,negative
6,43,binary_understandability,0.875,0,typestate_checker,6,rating,negative
6,44,binary_understandability,0.625,0,typestate_checker,6,rating,negative
6,45,binary_understandability,0.75,0,typestate_checker,6,rating,negative
6,46,binary_understandability,1.0,13,typestate_checker,6,rating,negative
6,47,binary_understandability,0.7777777777777778,4,typestate_checker,6,rating,negative
6,48,binary_understandability,1.0,19,typestate_checker,6,rating,negative
6,49,binary_understandability,0.7777777777777778,14,typestate_checker,6,rating,negative
6,50,binary_understandability,0.5555555555555556,2,typestate_checker,6,rating,negative
6,1,time_to_understand,74.4,0,typestate_checker,6,time,positive
6,2,time_to_understand,73.75,6,typestate_checker,6,time,positive
6,3,time_to_understand,59.8,4,typestate_checker,6,time,positive
6,4,time_to_understand,60.5,2,typestate_checker,6,time,positive
6,5,time_to_understand,66.14285714285714,0,typestate_checker,6,time,positive
6,6,time_to_understand,82.625,25,typestate_checker,6,time,positive
6,7,time_to_understand,257.42857142857144,28,typestate_checker,6,time,positive
6,8,time_to_understand,81.4,11,typestate_checker,6,time,positive
6,9,time_to_understand,170.28571428571428,14,typestate_checker,6,time,positive
6,10,time_to_understand,153.57142857142858,2,typestate_checker,6,time,positive
6,11,time_to_understand,241.4,14,typestate_checker,6,time,positive
6,12,time_to_understand,62.333333333333336,91,typestate_checker,6,time,positive
6,13,time_to_understand,53.66666666666666,12,typestate_checker,6,time,positive
6,14,time_to_understand,94.2,28,typestate_checker,6,time,positive
6,15,time_to_understand,113.66666666666669,3,typestate_checker,6,time,positive
6,16,time_to_understand,202.25,14,typestate_checker,6,time,positive
6,17,time_to_understand,237.33333333333331,26,typestate_checker,6,time,positive
6,18,time_to_understand,151.5,3,typestate_checker,6,time,positive
6,19,time_to_understand,435.5,0,typestate_checker,6,time,positive
6,20,time_to_understand,102.5,1,typestate_checker,6,time,positive
6,21,time_to_understand,172.5,15,typestate_checker,6,time,positive
6,22,time_to_understand,28.0,4,typestate_checker,6,time,positive
6,23,time_to_understand,264.25,28,typestate_checker,6,time,positive
6,24,time_to_understand,163.5,10,typestate_checker,6,time,positive
6,25,time_to_understand,48.85714285714285,10,typestate_checker,6,time,positive
6,26,time_to_understand,57.5,11,typestate_checker,6,time,positive
6,27,time_to_understand,144.71428571428572,48,typestate_checker,6,time,positive
6,28,time_to_understand,270.25,6,typestate_checker,6,time,positive
6,29,time_to_understand,51.6,9,typestate_checker,6,time,positive
6,30,time_to_understand,159.5,2,typestate_checker,6,time,positive
6,31,time_to_understand,50.888888888888886,0,typestate_checker,6,time,positive
6,32,time_to_understand,83.55555555555556,3,typestate_checker,6,time,positive
6,33,time_to_understand,122.125,5,typestate_checker,6,time,positive
6,34,time_to_understand,82.5,0,typestate_checker,6,time,positive
6,35,time_to_understand,83.33333333333333,3,typestate_checker,6,time,positive
6,36,time_to_understand,74.57142857142857,17,typestate_checker,6,time,positive
6,37,time_to_understand,238.44444444444449,7,typestate_checker,6,time,positive
6,38,time_to_understand,66.16666666666667,6,typestate_checker,6,time,positive
6,39,time_to_understand,101.85714285714286,8,typestate_checker,6,time,positive
6,40,time_to_understand,247.0,9,typestate_checker,6,time,positive
6,41,time_to_understand,195.5,0,typestate_checker,6,time,positive
6,42,time_to_understand,318.0,0,typestate_checker,6,time,positive
6,43,time_to_understand,47.85714285714285,0,typestate_checker,6,time,positive
6,44,time_to_understand,391.0,0,typestate_checker,6,time,positive
6,45,time_to_understand,162.16666666666666,0,typestate_checker,6,time,positive
6,46,time_to_understand,55.66666666666666,13,typestate_checker,6,time,positive
6,47,time_to_understand,85.42857142857143,4,typestate_checker,6,time,positive
6,48,time_to_understand,117.88888888888889,19,typestate_checker,6,time,positive
6,49,time_to_understand,85.57142857142857,14,typestate_checker,6,time,positive
6,50,time_to_understand,238.0,2,typestate_checker,6,time,positive
9_gc,1,gap_accuracy,0.3958333333333333,5,typestate_checker,9_gc,correctness,negative
9_gc,2,gap_accuracy,0.2740740740740741,5,typestate_checker,9_gc,correctness,negative
9_gc,3,gap_accuracy,0.5,2,typestate_checker,9_gc,correctness,negative
9_gc,4,gap_accuracy,0.5238095238095238,2,typestate_checker,9_gc,correctness,negative
9_gc,5,gap_accuracy,0.4830917874396134,2,typestate_checker,9_gc,correctness,negative
9_gc,6,gap_accuracy,0.4021164021164021,2,typestate_checker,9_gc,correctness,negative
9_gc,7,gap_accuracy,0.369047619047619,10,typestate_checker,9_gc,correctness,negative
9_gc,8,gap_accuracy,0.3666666666666667,3,typestate_checker,9_gc,correctness,negative
9_gc,9,gap_accuracy,0.4682539682539682,3,typestate_checker,9_gc,correctness,negative
9_gc,10,gap_accuracy,0.5253623188405797,3,typestate_checker,9_gc,correctness,negative
9_gc,1,readability_level_before,2.8125,5,typestate_checker,9_gc,rating,negative
9_gc,2,readability_level_before,2.6,5,typestate_checker,9_gc,rating,negative
9_gc,3,readability_level_before,2.6,2,typestate_checker,9_gc,rating,negative
9_gc,4,readability_level_before,2.4285714285714284,2,typestate_checker,9_gc,rating,negative
9_gc,5,readability_level_before,3.347826086956522,2,typestate_checker,9_gc,rating,negative
9_gc,6,readability_level_before,3.0,2,typestate_checker,9_gc,rating,negative
9_gc,7,readability_level_before,2.7857142857142856,10,typestate_checker,9_gc,rating,negative
9_gc,8,readability_level_before,2.933333333333333,3,typestate_checker,9_gc,rating,negative
9_gc,9,readability_level_before,3.380952380952381,3,typestate_checker,9_gc,rating,negative
9_gc,10,readability_level_before,3.130434782608696,3,typestate_checker,9_gc,rating,negative
9_gc,1,readability_level_ba,2.59375,5,typestate_checker,9_gc,rating,negative
9_gc,2,readability_level_ba,2.433333333333333,5,typestate_checker,9_gc,rating,negative
9_gc,3,readability_level_ba,2.566666666666667,2,typestate_checker,9_gc,rating,negative
9_gc,4,readability_level_ba,2.5,2,typestate_checker,9_gc,rating,negative
9_gc,5,readability_level_ba,3.1739130434782608,2,typestate_checker,9_gc,rating,negative
9_gc,6,readability_level_ba,2.9285714285714284,2,typestate_checker,9_gc,rating,negative
9_gc,7,readability_level_ba,2.5357142857142856,10,typestate_checker,9_gc,rating,negative
9_gc,8,readability_level_ba,2.9,3,typestate_checker,9_gc,rating,negative
9_gc,9,readability_level_ba,3.380952380952381,3,typestate_checker,9_gc,rating,negative
9_gc,10,readability_level_ba,3.065217391304348,3,typestate_checker,9_gc,rating,negative
9_gc,1,time_to_read_complete,137.36374999999998,5,typestate_checker,9_gc,time,positive
9_gc,2,time_to_read_complete,123.19,5,typestate_checker,9_gc,time,positive
9_gc,3,time_to_read_complete,212.6206666666667,2,typestate_checker,9_gc,time,positive
9_gc,4,time_to_read_complete,202.57285714285717,2,typestate_checker,9_gc,time,positive
9_gc,5,time_to_read_complete,165.18,2,typestate_checker,9_gc,time,positive
9_gc,6,time_to_read_complete,197.07452380952375,2,typestate_checker,9_gc,time,positive
9_gc,7,time_to_read_complete,123.02642857142855,10,typestate_checker,9_gc,time,positive
9_gc,8,time_to_read_complete,533.914,3,typestate_checker,9_gc,time,positive
9_gc,9,time_to_read_complete,126.68928571428567,3,typestate_checker,9_gc,time,positive
9_gc,10,time_to_read_complete,124.6817391304348,3,typestate_checker,9_gc,time,positive
9_bc,1,gap_accuracy,0.3840579710144927,5,typestate_checker,9_bc,correctness,negative
9_bc,2,gap_accuracy,0.4074074074074074,5,typestate_checker,9_bc,correctness,negative
9_bc,3,gap_accuracy,0.611111111111111,2,typestate_checker,9_bc,correctness,negative
9_bc,4,gap_accuracy,0.5052083333333334,2,typestate_checker,9_bc,correctness,negative
9_bc,5,gap_accuracy,0.4126984126984127,2,typestate_checker,9_bc,correctness,negative
9_bc,6,gap_accuracy,0.3703703703703703,2,typestate_checker,9_bc,correctness,negative
9_bc,7,gap_accuracy,0.4895833333333333,10,typestate_checker,9_bc,correctness,negative
9_bc,8,gap_accuracy,0.4444444444444445,3,typestate_checker,9_bc,correctness,negative
9_bc,9,gap_accuracy,0.3666666666666666,3,typestate_checker,9_bc,correctness,negative
9_bc,10,gap_accuracy,0.3928571428571428,3,typestate_checker,9_bc,correctness,negative
9_bc,1,readability_level_before,2.739130434782609,5,typestate_checker,9_bc,rating,negative
9_bc,2,readability_level_before,3.0,5,typestate_checker,9_bc,rating,negative
9_bc,3,readability_level_before,2.6,2,typestate_checker,9_bc,rating,negative
9_bc,4,readability_level_before,2.0,2,typestate_checker,9_bc,rating,negative
9_bc,5,readability_level_before,2.642857142857143,2,typestate_checker,9_bc,rating,negative
9_bc,6,readability_level_before,2.333333333333333,2,typestate_checker,9_bc,rating,negative
9_bc,7,readability_level_before,2.9375,10,typestate_checker,9_bc,rating,negative
9_bc,8,readability_level_before,3.0,3,typestate_checker,9_bc,rating,negative
9_bc,9,readability_level_before,2.4,3,typestate_checker,9_bc,rating,negative
9_bc,10,readability_level_before,2.9285714285714284,3,typestate_checker,9_bc,rating,negative
9_bc,1,readability_level_ba,2.717391304347826,5,typestate_checker,9_bc,rating,negative
9_bc,2,readability_level_ba,2.857142857142857,5,typestate_checker,9_bc,rating,negative
9_bc,3,readability_level_ba,2.533333333333333,2,typestate_checker,9_bc,rating,negative
9_bc,4,readability_level_ba,1.96875,2,typestate_checker,9_bc,rating,negative
9_bc,5,readability_level_ba,2.4642857142857144,2,typestate_checker,9_bc,rating,negative
9_bc,6,readability_level_ba,2.1,2,typestate_checker,9_bc,rating,negative
9_bc,7,readability_level_ba,2.8125,10,typestate_checker,9_bc,rating,negative
9_bc,8,readability_level_ba,2.9,3,typestate_checker,9_bc,rating,negative
9_bc,9,readability_level_ba,2.5,3,typestate_checker,9_bc,rating,negative
9_bc,10,readability_level_ba,2.75,3,typestate_checker,9_bc,rating,negative
9_bc,1,time_to_read_complete,143.56804347826088,5,typestate_checker,9_bc,time,positive
9_bc,2,time_to_read_complete,134.24785714285716,5,typestate_checker,9_bc,time,positive
9_bc,3,time_to_read_complete,161.128,2,typestate_checker,9_bc,time,positive
9_bc,4,time_to_read_complete,188.781875,2,typestate_checker,9_bc,time,positive
9_bc,5,time_to_read_complete,184.0017857142857,2,typestate_checker,9_bc,time,positive
9_bc,6,time_to_read_complete,224.497,2,typestate_checker,9_bc,time,positive
9_bc,7,time_to_read_complete,106.005625,10,typestate_checker,9_bc,time,positive
9_bc,8,time_to_read_complete,111.08466666666664,3,typestate_checker,9_bc,time,positive
9_bc,9,time_to_read_complete,102.94033333333331,3,typestate_checker,9_bc,time,positive
9_bc,10,time_to_read_complete,200.44,3,typestate_checker,9_bc,time,positive
9_nc,1,gap_accuracy,0.380952380952381,5,typestate_checker,9_nc,correctness,negative
9_nc,2,gap_accuracy,0.3259259259259259,5,typestate_checker,9_nc,correctness,negative
9_nc,3,gap_accuracy,0.6507936507936508,2,typestate_checker,9_nc,correctness,negative
9_nc,4,gap_accuracy,0.5253623188405797,2,typestate_checker,9_nc,correctness,negative
9_nc,5,gap_accuracy,0.4583333333333333,2,typestate_checker,9_nc,correctness,negative
9_nc,6,gap_accuracy,0.2814814814814814,2,typestate_checker,9_nc,correctness,negative
9_nc,7,gap_accuracy,0.4347826086956521,10,typestate_checker,9_nc,correctness,negative
9_nc,8,gap_accuracy,0.5158730158730158,3,typestate_checker,9_nc,correctness,negative
9_nc,9,gap_accuracy,0.2777777777777778,3,typestate_checker,9_nc,correctness,negative
9_nc,10,gap_accuracy,0.4635416666666667,3,typestate_checker,9_nc,correctness,negative
9_nc,1,readability_level_before,2.7142857142857144,5,typestate_checker,9_nc,rating,negative
9_nc,2,readability_level_before,2.466666666666667,5,typestate_checker,9_nc,rating,negative
9_nc,3,readability_level_before,2.2857142857142856,2,typestate_checker,9_nc,rating,negative
9_nc,4,readability_level_before,2.347826086956522,2,typestate_checker,9_nc,rating,negative
9_nc,5,readability_level_before,2.25,2,typestate_checker,9_nc,rating,negative
9_nc,6,readability_level_before,2.7333333333333334,2,typestate_checker,9_nc,rating,negative
9_nc,7,readability_level_before,2.3043478260869565,10,typestate_checker,9_nc,rating,negative
9_nc,8,readability_level_before,2.6666666666666665,3,typestate_checker,9_nc,rating,negative
9_nc,9,readability_level_before,2.933333333333333,3,typestate_checker,9_nc,rating,negative
9_nc,10,readability_level_before,2.75,3,typestate_checker,9_nc,rating,negative
9_nc,1,readability_level_ba,2.642857142857143,5,typestate_checker,9_nc,rating,negative
9_nc,2,readability_level_ba,2.333333333333333,5,typestate_checker,9_nc,rating,negative
9_nc,3,readability_level_ba,2.261904761904762,2,typestate_checker,9_nc,rating,negative
9_nc,4,readability_level_ba,2.3043478260869565,2,typestate_checker,9_nc,rating,negative
9_nc,5,readability_level_ba,2.25,2,typestate_checker,9_nc,rating,negative
9_nc,6,readability_level_ba,2.533333333333333,2,typestate_checker,9_nc,rating,negative
9_nc,7,readability_level_ba,2.1956521739130435,10,typestate_checker,9_nc,rating,negative
9_nc,8,readability_level_ba,2.571428571428572,3,typestate_checker,9_nc,rating,negative
9_nc,9,readability_level_ba,2.966666666666667,3,typestate_checker,9_nc,rating,negative
9_nc,10,readability_level_ba,2.65625,3,typestate_checker,9_nc,rating,negative
9_nc,1,time_to_read_complete,97.71571428571428,5,typestate_checker,9_nc,time,positive
9_nc,2,time_to_read_complete,131.76166666666668,5,typestate_checker,9_nc,time,positive
9_nc,3,time_to_read_complete,180.75071428571428,2,typestate_checker,9_nc,time,positive
9_nc,4,time_to_read_complete,191.89021739130436,2,typestate_checker,9_nc,time,positive
9_nc,5,time_to_read_complete,155.11781249999996,2,typestate_checker,9_nc,time,positive
9_nc,6,time_to_read_complete,114.97499999999998,2,typestate_checker,9_nc,time,positive
9_nc,7,time_to_read_complete,166.80847826086958,10,typestate_checker,9_nc,time,positive
9_nc,8,time_to_read_complete,134.88285714285712,3,typestate_checker,9_nc,time,positive
9_nc,9,time_to_read_complete,81.70666666666666,3,typestate_checker,9_nc,time,positive
9_nc,10,time_to_read_complete,115.8690625,3,typestate_checker,9_nc,time,positive
f,1,perc_correct_output,39.47368421052632,0,typestate_checker,f,correctness,negative
f,2,perc_correct_output,89.47368421052632,0,typestate_checker,f,correctness,negative
f,3,perc_correct_output,78.94736842105263,0,typestate_checker,f,correctness,negative
f,4,perc_correct_output,47.368421052631575,0,typestate_checker,f,correctness,negative
f,5,perc_correct_output,52.63157894736842,0,typestate_checker,f,correctness,negative
f,6,perc_correct_output,100.0,0,typestate_checker,f,correctness,negative
f,7,perc_correct_output,78.94736842105263,0,typestate_checker,f,correctness,negative
f,8,perc_correct_output,61.11111111111112,0,typestate_checker,f,correctness,negative
f,9,perc_correct_output,66.66666666666666,0,typestate_checker,f,correctness,negative
f,10,perc_correct_output,88.88888888888889,0,typestate_checker,f,correctness,negative
f,11,perc_correct_output,94.73684210526316,0,typestate_checker,f,correctness,negative
f,12,perc_correct_output,84.21052631578947,0,typestate_checker,f,correctness,negative
f,13,perc_correct_output,78.94736842105263,0,typestate_checker,f,correctness,negative
f,14,perc_correct_output,68.42105263157895,0,typestate_checker,f,correctness,negative
f,15,perc_correct_output,18.0,1,typestate_checker,f,correctness,negative
f,16,perc_correct_output,0.0,5,typestate_checker,f,correctness,negative
f,1,brain_deact_31,-2.248355733,0,typestate_checker,f,physiological,negative
f,2,brain_deact_31,-2.137145163,0,typestate_checker,f,physiological,negative
f,3,brain_deact_31,-1.921303548,0,typestate_checker,f,physiological,negative
f,4,brain_deact_31,-1.831843539,0,typestate_checker,f,physiological,negative
f,5,brain_deact_31,-1.93865049,0,typestate_checker,f,physiological,negative
f,6,brain_deact_31,-2.063537981,0,typestate_checker,f,physiological,negative
f,7,brain_deact_31,-1.730000171,0,typestate_checker,f,physiological,negative
f,8,brain_deact_31,-2.103988089,0,typestate_checker,f,physiological,negative
f,9,brain_deact_31,-2.034462625,0,typestate_checker,f,physiological,negative
f,10,brain_deact_31,-2.180495768,0,typestate_checker,f,physiological,negative
f,11,brain_deact_31,-1.936397923,0,typestate_checker,f,physiological,negative
f,12,brain_deact_31,-1.545885531,0,typestate_checker,f,physiological,negative
f,13,brain_deact_31,-1.835985696,0,typestate_checker,f,physiological,negative
f,14,brain_deact_31,-1.897029609,0,typestate_checker,f,physiological,negative
f,15,brain_deact_31,-2.115286243,1,typestate_checker,f,physiological,negative
f,16,brain_deact_31,-1.729084884,5,typestate_checker,f,physiological,negative
f,1,brain_deact_32,-1.774586165,0,typestate_checker,f,physiological,negative
f,2,brain_deact_32,-1.91559082,0,typestate_checker,f,physiological,negative
f,3,brain_deact_32,-1.495832442,0,typestate_checker,f,physiological,negative
f,4,brain_deact_32,-1.46374886,0,typestate_checker,f,physiological,negative
f,5,brain_deact_32,-1.526649428,0,typestate_checker,f,physiological,negative
f,6,brain_deact_32,-1.848531743,0,typestate_checker,f,physiological,negative
f,7,brain_deact_32,-1.236600384,0,typestate_checker,f,physiological,negative
f,8,brain_deact_32,-1.565782627,0,typestate_checker,f,physiological,negative
f,9,brain_deact_32,-1.699418305,0,typestate_checker,f,physiological,negative
f,10,brain_deact_32,-1.907988566,0,typestate_checker,f,physiological,negative
f,11,brain_deact_32,-1.45635117,0,typestate_checker,f,physiological,negative
f,12,brain_deact_32,-1.37916458,0,typestate_checker,f,physiological,negative
f,13,brain_deact_32,-1.458877878,0,typestate_checker,f,physiological,negative
f,14,brain_deact_32,-1.6700936,0,typestate_checker,f,physiological,negative
f,15,brain_deact_32,-1.820133117,1,typestate_checker,f,physiological,negative
f,16,brain_deact_32,-1.241652874,5,typestate_checker,f,physiological,negative
f,1,complexity_level,46.6,0,typestate_checker,f,rating,positive
f,2,complexity_level,73.73684210526316,0,typestate_checker,f,rating,positive
f,3,complexity_level,38.578947368421055,0,typestate_checker,f,rating,positive
f,4,complexity_level,25.88888888888889,0,typestate_checker,f,rating,positive
f,5,complexity_level,61.42105263157895,0,typestate_checker,f,rating,positive
f,6,complexity_level,74.57894736842105,0,typestate_checker,f,rating,positive
f,7,complexity_level,0.0,0,typestate_checker,f,rating,positive
f,8,complexity_level,44.73684210526316,0,typestate_checker,f,rating,positive
f,9,complexity_level,45.44444444444444,0,typestate_checker,f,rating,positive
f,10,complexity_level,57.5,0,typestate_checker,f,rating,positive
f,11,complexity_level,33.31578947368421,0,typestate_checker,f,rating,positive
f,12,complexity_level,25.944444444444443,0,typestate_checker,f,rating,positive
f,13,complexity_level,47.22222222222222,0,typestate_checker,f,rating,positive
f,14,complexity_level,44.44444444444444,0,typestate_checker,f,rating,positive
f,15,complexity_level,47.22222222222222,1,typestate_checker,f,rating,positive
f,16,complexity_level,150.0,5,typestate_checker,f,rating,positive
f,1,time_to_understand,48.275447368421055,0,typestate_checker,f,time,positive
f,2,time_to_understand,30.38747368421053,0,typestate_checker,f,time,positive
f,3,time_to_understand,41.40668421052632,0,typestate_checker,f,time,positive
f,4,time_to_understand,50.024,0,typestate_checker,f,time,positive
f,5,time_to_understand,45.99226315789474,0,typestate_checker,f,time,positive
f,6,time_to_understand,21.517,0,typestate_checker,f,time,positive
f,7,time_to_understand,38.38831578947369,0,typestate_checker,f,time,positive
f,8,time_to_understand,43.33011111111111,0,typestate_checker,f,time,positive
f,9,time_to_understand,42.33516666666665,0,typestate_checker,f,time,positive
f,10,time_to_understand,27.647555555555552,0,typestate_checker,f,time,positive
f,11,time_to_understand,22.280263157894737,0,typestate_checker,f,time,positive
f,12,time_to_understand,35.582526315789465,0,typestate_checker,f,time,positive
f,13,time_to_understand,33.25842105263157,0,typestate_checker,f,time,positive
f,14,time_to_understand,40.122473684210526,0,typestate_checker,f,time,positive
f,15,time_to_understand,445.544,1,typestate_checker,f,time,positive
f,16,time_to_understand,0.0,5,typestate_checker,f,time,positive
1,1,correct_output_rating,1.2195121951219512,0,infer,1,correctness,negative
1,2,correct_output_rating,1.951219512195122,0,infer,1,correctness,negative
1,3,correct_output_rating,1.4878048780487805,0,infer,1,correctness,negative
1,4,correct_output_rating,1.4878048780487805,0,infer,1,correctness,negative
1,5,correct_output_rating,1.4390243902439024,0,infer,1,correctness,negative
1,6,correct_output_rating,1.7804878048780488,0,infer,1,correctness,negative
1,7,correct_output_rating,1.804878048780488,0,infer,1,correctness,negative
1,8,correct_output_rating,1.4634146341463414,0,infer,1,correctness,negative
1,9,correct_output_rating,1.853658536585366,0,infer,1,correctness,negative
1,10,correct_output_rating,1.8780487804878048,0,infer,1,correctness,negative
1,11,correct_output_rating,1.6341463414634143,0,infer,1,correctness,negative
1,12,correct_output_rating,1.853658536585366,0,infer,1,correctness,negative
1,13,correct_output_rating,2.0,0,infer,1,correctness,negative
1,14,correct_output_rating,1.902439024390244,0,infer,1,correctness,negative
1,15,correct_output_rating,0.7804878048780488,0,infer,1,correctness,negative
1,16,correct_output_rating,1.951219512195122,0,infer,1,correctness,negative
1,17,correct_output_rating,1.6585365853658536,0,infer,1,correctness,negative
1,18,correct_output_rating,1.3902439024390243,0,infer,1,correctness,negative
1,19,correct_output_rating,1.3902439024390243,0,infer,1,correctness,negative
1,20,correct_output_rating,1.3902439024390243,0,infer,1,correctness,negative
1,21,correct_output_rating,1.3902439024390243,0,infer,1,correctness,negative
1,22,correct_output_rating,1.3902439024390243,0,infer,1,correctness,negative
1,23,correct_output_rating,1.829268292682927,0,infer,1,correctness,negative
1,1,output_difficulty,3.1707317073170733,0,infer,1,rating,negative
1,2,output_difficulty,2.975609756097561,0,infer,1,rating,negative
1,3,output_difficulty,2.3902439024390243,0,infer,1,rating,negative
1,4,output_difficulty,2.414634146341464,0,infer,1,rating,negative
1,5,output_difficulty,1.975609756097561,0,infer,1,rating,negative
1,6,output_difficulty,3.1219512195121952,0,infer,1,rating,negative
1,7,output_difficulty,3.2195121951219514,0,infer,1,rating,negative
1,8,output_difficulty,2.3902439024390243,0,infer,1,rating,negative
1,9,output_difficulty,3.1707317073170733,0,infer,1,rating,negative
1,10,output_difficulty,3.634146341463415,0,infer,1,rating,negative
1,11,output_difficulty,3.097560975609756,0,infer,1,rating,negative
1,12,output_difficulty,3.341463414634146,0,infer,1,rating,negative
1,13,output_difficulty,3.731707317073171,0,infer,1,rating,negative
1,14,output_difficulty,3.4878048780487805,0,infer,1,rating,negative
1,15,output_difficulty,1.0731707317073171,0,infer,1,rating,negative
1,16,output_difficulty,3.7804878048780486,0,infer,1,rating,negative
1,17,output_difficulty,3.048780487804878,0,infer,1,rating,negative
1,18,output_difficulty,2.317073170731707,0,infer,1,rating,negative
1,19,output_difficulty,1.902439024390244,0,infer,1,rating,negative
1,20,output_difficulty,3.1951219512195124,0,infer,1,rating,negative
1,21,output_difficulty,2.4878048780487805,0,infer,1,rating,negative
1,22,output_difficulty,2.3902439024390243,0,infer,1,rating,negative
